# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS,sRNA" "-g" "locus_tag" "-a" "../data/reference_sequences/SA101588_prokka.gff" "-o" "../data/rna_align/counttable_prokka.txt" "../data/rna_align/LND_0_rep1.fq.gz.bam" "../data/rna_align/LND_0_rep2.fq.gz.bam" "../data/rna_align/LND_0_rep3.fq.gz.bam" "../data/rna_align/LND_16_rep1.fq.gz.bam" "../data/rna_align/LND_16_rep2.fq.gz.bam" "../data/rna_align/LND_16_rep3.fq.gz.bam" "../data/rna_align/LND_8_rep1.fq.gz.bam" "../data/rna_align/LND_8_rep2.fq.gz.bam" "../data/rna_align/LND_8_rep3.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/LND_0_rep1.fq.gz.bam	../data/rna_align/LND_0_rep2.fq.gz.bam	../data/rna_align/LND_0_rep3.fq.gz.bam	../data/rna_align/LND_16_rep1.fq.gz.bam	../data/rna_align/LND_16_rep2.fq.gz.bam	../data/rna_align/LND_16_rep3.fq.gz.bam	../data/rna_align/LND_8_rep1.fq.gz.bam	../data/rna_align/LND_8_rep2.fq.gz.bam	../data/rna_align/LND_8_rep3.fq.gz.bam
SA101588_01367	101588_3	97363	99591	+	2229	281	239	289	186	170	246	215	139	163
SA101588_01368	101588_3	99634	100386	+	753	228	252	241	178	187	142	223	145	160
SA101588_01369	101588_3	100469	101650	-	1182	3895	4346	3773	2122	2062	1417	2616	2232	2023
SA101588_01370	101588_3	102189	103322	+	1134	884	846	727	514	474	489	636	496	468
SA101588_01371	101588_3	103691	104320	-	630	1591	1642	1520	2233	2026	1133	2589	1971	1887
SA101588_01372	101588_3	104320	105162	-	843	1815	2022	1968	3341	2855	1983	3412	2803	2768
SA101588_01373	101588_3	105187	105900	-	714	1400	1529	1524	2288	1858	1198	2368	1867	1749
SA101588_01374	101588_3	105897	106100	-	204	571	702	629	755	678	412	829	693	639
SA101588_01375	101588_3	106341	106730	+	390	317	342	318	99	113	82	140	110	126
SA101588_01376	101588_3	106839	107054	+	216	212	249	251	132	130	96	145	132	148
SA101588_01377	101588_3	108039	109751	-	1713	236	203	199	205	183	121	219	174	179
SA101588_01378	101588_3	109732	110961	-	1230	67	67	78	129	101	90	85	93	94
SA101588_01379	101588_3	110958	111812	-	855	22	20	26	35	20	46	37	26	36
SA101588_01380	101588_3	112077	112622	-	546	303	368	347	375	285	101	312	255	268
SA101588_01381	101588_3	112662	112916	+	255	15	16	15	21	12	14	19	15	13
SA101588_01382	101588_3	113042	114037	+	996	714	638	603	331	357	313	423	367	332
SA101588_01383	101588_3	114097	114663	-	567	281	329	278	365	308	392	353	292	270
SA101588_01384	101588_3	114677	115738	-	1062	678	769	782	800	637	827	780	646	561
SA101588_01385	101588_3	115752	116678	-	927	709	820	737	720	645	763	813	650	639
SA101588_01386	101588_3	116990	118348	+	1359	4600	4974	4409	3096	2720	2387	3574	2872	2737
SA101588_01387	101588_3	118431	118871	-	441	67	79	90	110	84	34	115	73	54
SA101588_01388	101588_3	118974	120329	-	1356	117	111	91	163	151	97	227	137	124
SA101588_01389	101588_3	120436	120855	-	420	470	561	581	491	399	195	585	346	358
SA101588_01390	101588_3	121067	123022	+	1956	1039	853	831	1169	712	1643	1414	771	842
SA101588_01391	101588_3	123027	123470	+	444	140	133	136	177	116	254	229	106	128
SA101588_01392	101588_3	123472	123756	+	285	110	103	78	222	124	285	251	111	168
SA101588_01393	101588_3	123771	125114	+	1344	645	524	606	1143	787	1849	1419	767	962
SA101588_01394	101588_3	125211	126236	-	1026	2687	2839	2817	2883	2363	1756	3332	2351	2495
SA101588_01395	101588_3	126550	127572	-	1023	331	443	421	607	611	646	568	558	570
SA101588_01396	101588_3	127550	127993	-	444	161	202	202	251	254	268	284	259	249
SA101588_01397	101588_3	128069	128494	-	426	180	191	187	235	257	297	273	270	234
SA101588_01398	101588_3	128484	129284	-	801	328	392	352	358	360	435	417	368	384
SA101588_01399	101588_3	129285	129617	-	333	153	208	229	244	259	299	265	264	275
SA101588_01400	101588_3	129651	130652	-	1002	598	703	779	875	851	1244	966	807	989
SA101588_01401	101588_3	130954	132168	+	1215	704	784	725	765	788	1684	935	876	819
SA101588_01402	101588_3	132226	133053	+	828	892	1015	980	1048	1115	2199	1227	1181	1094
SA101588_01403	101588_3	133295	135370	-	2076	148478	195995	234531	166518	168660	293182	185536	160495	182968
SA101588_01404	101588_3	135739	137100	+	1362	756	621	675	386	332	405	517	366	441
SA101588_01405	101588_3	137230	137898	-	669	529	546	527	686	639	590	759	650	588
SA101588_01406	101588_3	138038	138838	+	801	943	967	920	747	668	728	810	654	613
SA101588_01407	101588_3	139115	139975	-	861	983	1165	1193	1179	995	1013	1159	973	1007
SA101588_01408	101588_3	140133	141014	+	882	544	599	542	449	342	391	445	383	362
SA101588_01409	101588_3	141054	142586	+	1533	589	521	507	530	431	629	641	507	444
SA101588_01410	101588_3	142692	143912	-	1221	93	90	99	154	156	112	189	160	135
SA101588_01411	101588_3	143923	144846	-	924	50	56	54	81	96	77	114	87	91
SA101588_01412	101588_3	144821	145939	-	1119	84	72	80	103	120	87	131	82	82
SA101588_01413	101588_3	146282	147313	-	1032	1155	1228	1120	1206	1249	981	1318	1316	1135
SA101588_01414	101588_3	147521	148198	-	678	698	795	714	1233	1069	453	1251	972	929
SA101588_01415	101588_3	148211	149260	-	1050	1032	1098	945	1294	1211	639	1380	1145	1017
SA101588_01416	101588_3	149509	150399	-	891	2217	2953	3102	642	545	533	713	599	594
SA101588_01417	101588_3	150983	152293	+	1311	640	763	619	353	335	335	489	387	382
SA101588_01418	101588_3	152529	153353	+	825	122	145	130	150	125	101	163	157	141
SA101588_01419	101588_3	153569	153967	-	399	581	593	440	623	628	177	651	653	422
SA101588_01420	101588_3	154114	154488	-	375	623	762	694	1068	1179	311	1037	1158	883
SA101588_01421	101588_3	155111	155359	-	249	158	210	171	102	84	40	105	112	91
SA101588_01422	101588_3	155437	155598	-	162	169	164	178	78	81	33	88	90	63
SA101588_01423	101588_3	155706	155924	-	219	6574	7216	6080	4474	3991	458	4982	4078	3785
SA101588_01424	101588_3	156287	156970	-	684	59	71	51	46	41	21	46	40	44
SA101588_01425	101588_3	157179	157670	-	492	351	462	420	376	295	155	435	302	348
SA101588_01426	101588_3	157681	158181	-	501	376	478	439	366	278	176	347	317	332
SA101588_01427	101588_3	158378	158989	-	612	660	675	580	485	399	238	512	428	407
SA101588_01428	101588_3	158999	159448	-	450	446	417	389	236	187	129	246	218	234
SA101588_01429	101588_3	159445	159894	-	450	569	551	467	359	325	203	416	345	357
SA101588_01430	101588_3	160015	160701	-	687	706	767	717	680	639	382	804	632	569
SA101588_01431	101588_3	160715	162268	-	1554	892	918	794	1491	1235	1064	1537	1198	1246
SA101588_01432	101588_3	162294	162689	-	396	103	156	124	122	106	131	108	116	83
SA101588_01433	101588_3	162707	163003	-	297	85	131	73	87	85	59	80	91	53
SA101588_01434	101588_3	163015	167460	-	4446	1011	1605	1090	770	813	648	838	957	664
SA101588_01435	101588_3	167482	168816	-	1335	309	422	308	128	171	135	161	163	100
SA101588_01436	101588_3	168829	169071	-	243	13	32	34	19	14	3	23	14	7
SA101588_01437	101588_3	169043	169501	-	459	104	212	120	220	278	105	275	235	204
SA101588_01438	101588_3	169501	172530	-	3030	1467	2090	1412	1898	2256	1275	2104	2259	1503
SA101588_01439	101588_3	172613	172906	-	294	18289	33041	20669	13361	16091	6941	16012	16088	10831
SA101588_01440	101588_3	173145	174047	+	903	755	969	736	570	538	549	686	568	456
SA101588_01441	101588_3	174378	175901	+	1524	2600	4620	2818	2480	3039	1611	2614	3056	1952
SA101588_01442	101588_3	175969	177135	+	1167	247	336	229	106	136	126	147	153	107
SA101588_01443	101588_3	177132	178052	+	921	217	283	183	108	171	143	182	167	102
SA101588_01444	101588_3	178066	178725	+	660	208	338	229	133	166	161	146	154	110
SA101588_01445	101588_3	178777	179727	-	951	513	700	594	1743	1552	1917	1771	1432	1389
SA101588_01446	101588_3	180053	181045	-	993	167	202	177	164	138	110	164	158	132
SA101588_01447	101588_3	181279	182655	+	1377	133	130	150	160	140	181	204	146	130
SA101588_01448	101588_3	182784	183176	-	393	106	154	94	120	121	23	144	134	101
SA101588_01449	101588_3	183557	184555	+	999	406	395	370	257	262	313	374	233	236
SA101588_01450	101588_3	184787	185668	+	882	293	187	214	73	70	116	117	69	84
SA101588_01451	101588_3	185683	186087	+	405	200	146	166	82	58	105	101	43	69
SA101588_01452	101588_3	186115	187029	+	915	407	364	456	227	187	204	255	165	217
SA101588_01453	101588_3	187281	188042	+	762	138	120	118	71	65	59	106	61	79
SA101588_01454	101588_3	188255	188528	+	274	72	85	91	75	75	58	94	67	74
SA101588_01455	101588_3	188618	190054	-	1437	466	560	569	382	400	414	608	472	380
SA101588_01456	101588_3	190070	190861	-	792	201	307	273	197	180	165	384	255	197
SA101588_01457	101588_3	191010	191714	+	705	663	881	826	496	475	394	925	781	633
SA101588_01458	101588_3	191940	194231	-	2292	99	111	115	224	171	210	257	139	207
SA101588_01459	101588_3	194572	195273	-	702	2059	1861	2753	1347	871	1500	1705	1012	1581
SA101588_01460	101588_3	195266	195703	-	438	258	150	240	255	136	288	313	139	238
SA101588_01461	101588_3	195822	196562	-	741	371	374	475	190	184	115	226	154	207
SA101588_01462	101588_3	196565	198319	-	1755	1280	1093	1293	956	702	641	927	763	800
SA101588_01463	101588_3	198566	199240	-	675	236	290	225	285	237	118	298	223	213
SA101588_01464	101588_3	199384	201105	-	1722	7274	7668	7141	11670	10367	5624	13052	10455	9776
SA101588_01465	101588_3	201138	202826	-	1689	6358	6841	6724	8900	7614	4943	9926	7938	7629
SA101588_01466	101588_3	202848	203873	-	1026	3675	3396	3289	3374	2920	1856	3761	3167	2835
SA101588_01467	101588_3	203866	204582	-	717	2516	2473	2317	1628	1417	744	1840	1534	1389
SA101588_01468	101588_3	204858	206027	-	1170	1956	2215	1934	695	631	495	786	707	641
SA101588_01469	101588_3	206301	206628	-	328	159	157	164	74	80	64	102	77	81
SA101588_01470	101588_3	206755	208449	-	1695	2403	2535	2506	1393	1217	1294	1642	1355	1241
SA101588_01471	101588_3	208471	209496	-	1026	999	1197	1071	457	444	371	551	443	398
SA101588_01472	101588_3	209489	210205	-	717	1036	1293	1186	440	410	262	537	385	424
SA101588_01473	101588_3	210733	211776	-	1044	103	121	84	112	89	114	104	94	78
SA101588_01474	101588_3	211800	211946	-	147	18	10	11	7	10	9	15	7	10
SA101588_01475	101588_3	211948	213003	-	1056	75	96	73	64	53	112	115	69	77
SA101588_01476	101588_3	213021	214280	-	1260	57	45	54	63	77	76	75	63	59
SA101588_01477	101588_3	214507	214785	-	279	4	15	10	14	11	5	18	14	12
SA101588_01478	101588_3	214808	215275	-	468	20	13	16	21	12	8	12	7	14
SA101588_01479	101588_3	215260	217356	-	2097	95	92	87	92	95	89	110	86	81
SA101588_01480	101588_3	217694	218629	-	936	485	474	448	85	81	55	119	97	92
SA101588_01481	101588_3	218991	220520	+	1530	270	197	219	117	104	150	167	111	127
SA101588_01482	101588_3	220841	221794	-	954	295	349	381	529	888	237	496	512	287
SA101588_01483	101588_3	222367	223512	+	1146	1446	1805	1575	497	407	315	509	451	415
SA101588_01484	101588_3	223537	223710	+	174	50	59	56	23	25	8	26	25	16
SA101588_01485	101588_3	223867	224223	+	357	41	38	28	24	25	41	36	36	36
SA101588_01486	101588_3	224421	225896	+	1476	716	520	679	691	396	593	692	357	545
SA101588_01487	101588_3	226212	227441	-	1230	481	591	629	249	218	130	305	247	277
SA101588_01488	101588_3	227580	228251	-	672	203	240	210	93	61	54	114	68	63
SA101588_01489	101588_3	228625	230187	+	1563	2578	3009	2986	945	1005	1244	1377	1061	1010
SA101588_01490	101588_3	230213	231718	+	1506	1018	1080	1110	448	446	658	665	450	460
SA101588_01491	101588_3	231830	233041	+	1212	641	760	772	517	466	645	561	436	432
SA101588_01492	101588_3	233227	235488	+	2262	1661	1653	1709	1122	1064	1602	1341	1115	1102
SA101588_01493	101588_3	235518	236702	+	1185	1171	1168	1280	1014	994	1194	1185	967	904
SA101588_01494	101588_3	237289	239385	-	2097	407	552	537	842	880	1541	965	808	813
SA101588_01495	101588_3	239575	239919	+	345	215	203	225	285	221	340	314	196	287
SA101588_01496	101588_3	240083	241846	-	1764	722	685	644	223	202	135	253	233	224
SA101588_01497	101588_3	241951	242064	-	114	6	3	10	10	3	12	7	2	4
SA101588_01498	101588_3	242168	242923	-	756	269	336	331	421	501	267	487	350	334
SA101588_01499	101588_3	242946	245195	-	2250	1179	1393	1252	1046	1292	732	1428	991	803
SA101588_01500	101588_3	245783	246751	+	969	344	265	325	127	99	105	149	104	112
SA101588_01501	101588_3	246748	248304	+	1557	404	350	340	131	140	172	175	176	140
SA101588_01502	101588_3	248297	249055	+	759	281	332	326	119	133	105	128	101	89
SA101588_01503	101588_3	249415	250794	-	1380	171	199	169	191	174	145	189	176	172
SA101588_01504	101588_3	251027	251521	+	495	290	275	302	432	304	184	466	364	374
SA101588_01505	101588_3	251879	252847	-	969	1092	1059	1030	946	777	723	1120	860	805
SA101588_01506	101588_3	252902	253942	-	1041	829	956	927	872	662	859	964	724	712
SA101588_01507	101588_3	253967	255043	-	1077	811	1077	972	726	608	785	746	659	587
SA101588_01508	101588_3	255315	256154	-	840	477	502	497	243	249	240	305	252	229
SA101588_01509	101588_3	256156	257424	-	1269	726	776	688	240	228	246	364	273	219
SA101588_01510	101588_3	257427	258698	-	1272	644	622	586	139	139	138	198	126	134
SA101588_01511	101588_3	258711	259808	-	1098	630	717	666	170	127	97	228	147	164
SA101588_01512	101588_3	260193	260771	-	579	52	110	73	70	52	29	72	37	67
SA101588_01513	101588_3	260980	261606	+	627	564	1010	836	469	681	257	1131	692	647
SA101588_01514	101588_3	261796	262569	+	774	93	115	81	68	57	79	89	75	58
SA101588_01515	101588_3	262882	264888	-	2007	212	206	238	138	144	165	186	136	133
SA101588_01516	101588_3	264926	266701	-	1776	104	100	130	80	71	52	76	64	72
SA101588_01517	101588_3	266718	267881	-	1164	58	61	55	26	19	15	32	17	19
SA101588_01518	101588_3	267887	269320	-	1434	111	106	96	37	42	42	43	29	31
SA101588_01519	101588_3	269322	270914	+	1593	312	381	349	255	241	266	272	239	237
SA101588_01520	101588_3	271120	271983	-	864	1151	1226	1225	1568	1321	369	1707	1349	1167
SA101588_01521	101588_3	272183	274972	-	2790	2474	2567	2657	1256	1100	665	1427	1254	1093
SA101588_01522	101588_3	275150	275989	-	840	438	468	363	211	175	113	244	156	142
SA101588_01523	101588_3	276228	277106	-	879	4608	4566	4513	2589	2041	2131	3186	2188	2276
SA101588_01524	101588_3	277106	278560	-	1455	8355	7846	7812	3829	3112	3703	4912	3433	3466
SA101588_01525	101588_3	278572	279468	-	897	6098	6521	6581	2786	1986	2665	3374	2118	2496
SA101588_01526	101588_3	279468	280523	-	1056	9127	9271	9423	3314	2459	3090	4418	2867	3256
SA101588_01527	101588_3	281108	283153	+	2046	1300	1732	1535	1549	1608	1924	1792	1625	1390
SA101588_01528	101588_3	283160	283294	-	135	1	1	1	2	2	5	6	0	2
SA101588_01529	101588_3	283425	285065	+	1641	15158	14262	14098	5590	4694	3937	6731	5130	4832
SA101588_01530	101588_3	285132	285689	+	558	4709	4980	4960	2579	2081	930	3114	2156	2218
SA101588_01531	101588_3	285968	287323	+	1356	2374	2031	1910	924	735	1034	1138	917	814
SA101588_01532	101588_3	287436	288050	-	615	74	76	61	77	54	37	85	70	68
SA101588_01533	101588_3	288233	289210	+	978	75	73	77	59	74	96	93	63	79
SA101588_01534	101588_3	289559	290743	+	1185	74	69	95	125	118	233	143	112	115
SA101588_01535	101588_3	290779	291813	+	1035	43	56	56	86	64	96	92	64	74
SA101588_01536	101588_3	291030	291221	-	192	0	0	0	0	0	0	0	0	0
SA101588_01537	101588_3	291825	293066	+	1242	76	90	79	107	85	210	162	93	116
SA101588_01538	101588_3	293082	293852	+	771	57	62	39	131	107	147	151	125	129
SA101588_01539	101588_3	294121	294615	+	495	281	210	330	271	220	382	333	261	287
SA101588_01540	101588_3	294944	295588	-	645	1521	1740	1880	3887	3422	4314	4357	3431	3876
SA101588_01541	101588_3	295601	302776	-	7176	16995	17010	18390	41027	37250	52604	47224	36948	40541
SA101588_01542	101588_3	303223	304473	-	1251	991	833	829	1016	812	612	1113	791	839
SA101588_01543	101588_3	304858	305883	-	1026	93	97	105	94	84	76	115	85	88
SA101588_01544	101588_3	306056	306415	-	360	1979	2443	2560	2224	1600	884	2360	1649	1985
SA101588_01545	101588_3	306632	307666	-	1035	120	109	112	157	156	126	147	181	137
SA101588_01546	101588_3	307676	308437	-	762	39	57	51	27	33	17	34	32	9
SA101588_01547	101588_3	308434	309408	-	975	84	103	74	35	39	27	45	25	32
SA101588_01548	101588_3	309422	310162	-	741	49	78	62	20	11	27	40	21	27
SA101588_01549	101588_3	310504	311016	-	513	378	486	374	169	157	64	189	167	173
SA101588_01550	101588_3	311196	311399	+	204	44	50	24	26	24	24	42	25	19
SA101588_01551	101588_3	311461	312420	-	960	429	528	438	349	309	190	401	326	287
SA101588_01552	101588_3	313066	314553	-	1488	18717	23930	19741	9000	7828	6343	10676	8421	8130
SA101588_01553	101588_3	314980	315363	+	384	114	92	92	84	49	47	100	78	66
SA101588_01554	101588_3	315370	315696	+	327	51	70	77	97	87	53	98	95	79
SA101588_01555	101588_3	315760	316905	-	1146	13432	14880	16635	11262	8860	7574	13219	8783	10226
SA101588_01556	101588_3	316982	318244	-	1263	15060	14947	16514	11868	9452	8520	14093	9906	10219
SA101588_01557	101588_3	318298	319185	-	888	9590	9371	10449	8394	6691	5667	9267	6808	7338
SA101588_01558	101588_3	319185	319742	-	558	5411	5617	6273	5423	4033	3849	5891	4282	4677
SA101588_01559	101588_3	319753	320958	-	1206	10232	9286	10419	8634	6772	6377	9553	6942	7494
SA101588_01560	101588_3	320959	322164	-	1206	8624	6768	7097	5924	4823	4365	6498	5458	4817
SA101588_01561	101588_3	322157	323323	-	1167	10910	10382	11471	9539	7224	6506	10307	7477	8032
SA101588_01562	101588_3	323337	324446	-	1110	9409	8693	9325	7461	5550	5312	8073	5970	6144
SA101588_01563	101588_3	324451	325077	-	627	4997	4178	4416	3435	2672	2674	3713	2778	2851
SA101588_01564	101588_3	325080	326204	-	1125	11755	11726	13097	9222	7116	9054	9954	7347	7890
SA101588_01565	101588_3	326208	327317	-	1110	9573	9589	10437	7559	5781	7515	8151	5908	6577
SA101588_01566	101588_3	327330	328358	-	1029	7989	8064	9006	7177	5388	7216	7490	5400	6330
SA101588_01567	101588_3	328348	330171	-	1824	12380	11810	13088	9723	7095	8644	10497	7950	8948
SA101588_01568	101588_3	330191	330955	-	765	7979	7504	8627	5277	4187	3496	6066	4401	5077
SA101588_01569	101588_3	330958	331644	-	687	7417	6358	6779	4749	4053	3038	5379	3997	4323
SA101588_01570	101588_3	331660	332328	-	669	7840	6910	7646	6457	5112	3677	6988	5257	5728
SA101588_01571	101588_3	332672	335281	-	2610	343	348	402	359	348	544	524	336	390
SA101588_01572	101588_3	335668	336843	-	1176	1746	2293	1994	1703	1632	1347	2337	1652	1571
SA101588_01573	101588_3	336849	337616	-	768	1074	1422	1358	854	762	465	1325	864	858
SA101588_01574	101588_3	337773	339308	-	1536	356	429	395	463	434	347	598	400	420
SA101588_01575	101588_3	339359	340903	-	1545	81	118	80	100	124	112	162	106	94
SA101588_01576	101588_3	341132	342088	+	957	99	177	174	136	139	107	201	148	140
SA101588_01577	101588_3	342302	343075	+	774	69	57	53	53	69	71	101	67	60
SA101588_01578	101588_3	343077	343877	+	801	66	64	46	88	57	101	72	64	50
SA101588_01579	101588_3	343874	344689	+	816	75	98	88	122	96	174	129	80	71
SA101588_01580	101588_3	344820	345998	-	1179	2286	2776	2610	2943	2406	3027	3610	2423	2603
SA101588_01581	101588_3	346026	346688	-	663	486	515	578	439	447	445	645	399	399
SA101588_01582	101588_3	346769	348127	-	1359	375	692	652	882	976	1070	1966	821	881
SA101588_01583	101588_3	348128	348835	-	708	255	882	621	242	473	296	1313	372	396
SA101588_01584	101588_3	349086	349826	+	741	778	904	914	496	473	518	748	545	494
SA101588_01585	101588_3	350017	350742	-	726	3874	5547	5222	1557	1407	1384	2952	1505	1436
SA101588_01586	101588_3	351111	351710	-	600	1632	2467	2493	1448	1425	733	1854	1396	1435
SA101588_01587	101588_3	351978	353408	-	1431	342	311	292	279	286	242	382	295	278
SA101588_01588	101588_3	353398	354636	-	1239	68	82	64	84	62	64	123	90	90
SA101588_01589	101588_3	354617	355783	-	1167	60	57	64	58	36	45	81	48	45
SA101588_01590	101588_3	355993	356682	-	690	11	24	24	9	15	16	18	13	13
SA101588_01591	101588_3	356645	357616	-	972	18	35	41	24	31	32	57	19	33
SA101588_01592	101588_3	357960	358736	-	777	847	1379	1292	797	671	383	1044	667	725
SA101588_01593	101588_3	358948	359574	-	627	333	333	385	304	319	301	403	291	269
SA101588_01594	101588_3	359624	360052	-	429	252	316	284	261	258	182	324	268	222
SA101588_01595	101588_3	360248	361012	-	765	60	89	78	87	92	93	89	76	93
SA101588_01596	101588_3	361016	362218	-	1203	67	73	89	82	94	111	121	83	79
SA101588_01597	101588_3	362218	362994	-	777	35	63	59	60	59	94	78	61	51
SA101588_01598	101588_3	362969	364747	-	1779	87	108	133	87	81	141	125	82	77
SA101588_01599	101588_3	364728	366464	-	1737	70	45	65	75	69	100	70	55	62
SA101588_01600	101588_3	366454	367626	-	1173	28	46	34	45	33	43	44	21	35
SA101588_01601	101588_3	367703	369457	-	1755	72	53	61	63	37	61	45	43	64
SA101588_01602	101588_3	369478	370488	-	1011	29	32	42	28	14	28	27	16	23
SA101588_01603	101588_3	370485	371465	-	981	38	47	57	23	10	16	39	10	25
SA101588_01604	101588_3	371696	372688	+	993	817	880	802	181	197	98	314	214	217
SA101588_01605	101588_3	372704	373699	+	996	154	153	104	66	54	77	75	71	55
SA101588_01606	101588_3	373696	374694	+	999	2621	3169	3020	5680	4943	6637	6545	4777	4977
SA101588_01607	101588_3	375063	375815	+	753	1277	2228	1416	880	1384	593	1076	1410	943
SA101588_01608	101588_3	376236	377690	+	1455	5062	34431	7431	2620	14315	5286	3066	15449	3166
SA101588_01609	101588_3	378019	379611	-	1593	7510	7198	6612	4883	4419	2355	6167	5131	4576
SA101588_01610	101588_3	379873	380346	-	474	332	298	273	240	147	110	262	222	181
SA101588_01611	101588_3	380697	382472	+	1776	251	272	247	280	301	295	381	280	261
SA101588_01612	101588_3	382791	384458	+	1668	3077	4596	3221	6621	7352	5401	7051	7474	5462
SA101588_01613	101588_3	384944	386332	-	1389	183	169	162	183	153	140	154	134	159
SA101588_01614	101588_3	386334	387512	-	1179	231	202	190	117	133	136	145	118	136
SA101588_01615	101588_3	387663	389900	-	2238	1090	1138	962	619	552	503	727	649	542
SA101588_01616	101588_3	389994	390758	-	765	229	222	225	195	139	144	220	190	150
SA101588_01617	101588_3	390981	391967	-	987	387	289	481	147	107	58	235	115	164
SA101588_01618	101588_3	392173	392655	-	483	208	224	238	377	353	131	404	319	340
SA101588_01619	101588_3	392810	393541	-	732	473	534	473	796	609	306	809	672	617
SA101588_01620	101588_3	393772	394326	-	555	101	120	108	294	277	153	321	276	239
SA101588_01621	101588_3	394505	395419	+	915	2576	2769	2493	1253	1016	732	1496	1073	1066
SA101588_01622	101588_3	395711	396028	-	318	162	151	196	169	118	74	180	82	110
SA101588_01623	101588_3	396029	396313	-	285	209	184	164	106	121	65	150	117	91
SA101588_01624	101588_3	396937	397797	-	861	229	180	190	111	73	90	161	113	89
SA101588_01625	101588_3	397910	398461	+	552	29	30	23	30	27	50	61	30	30
SA101588_01626	101588_3	398454	399674	+	1221	133	135	164	161	155	122	194	162	154
SA101588_01627	101588_3	399737	400033	-	297	126	147	152	139	119	98	156	119	120
SA101588_01628	101588_3	400082	400285	-	204	75	86	84	66	50	40	72	64	52
SA101588_01629	101588_3	400594	401580	+	987	630	776	772	707	662	460	834	607	641
SA101588_01630	101588_3	401688	402161	-	474	199	203	197	159	100	112	200	123	128
SA101588_01631	101588_3	402181	402366	-	186	84	90	66	47	41	53	70	41	45
SA101588_01632	101588_3	402632	403207	-	576	360	357	359	176	171	169	262	189	162
SA101588_01633	101588_3	403482	403847	-	366	55	56	44	44	44	37	62	46	44
SA101588_01634	101588_3	403857	404060	-	204	40	32	20	18	21	10	24	21	17
SA101588_01635	101588_3	404174	405565	+	1392	176	163	135	151	117	107	125	90	91
SA101588_01636	101588_3	405585	405956	+	372	117	129	120	134	97	69	140	96	102
SA101588_01637	101588_3	406009	406980	+	972	2456	2338	2322	1255	1153	899	1484	1131	1108
SA101588_01638	101588_3	407492	408151	-	660	583	622	520	375	364	197	457	362	344
SA101588_01639	101588_3	408712	408843	-	132	99	98	110	49	44	25	44	48	36
SA101588_01640	101588_3	409438	410061	-	624	670	615	592	304	271	103	327	292	257
SA101588_01641	101588_4	84	290	+	207	1300	1548	1715	1412	1063	1240	1707	1059	1162
SA101588_01642	101588_4	380	1378	-	999	544	600	622	341	271	186	428	267	303
SA101588_01643	101588_4	1401	2555	-	1155	782	705	746	262	213	227	376	228	226
SA101588_01644	101588_4	2982	4490	-	1509	1501	1557	1394	899	785	741	1047	890	783
SA101588_01645	101588_4	4502	5365	-	864	645	752	681	484	372	422	488	435	409
SA101588_01646	101588_4	5402	6529	-	1128	1258	1119	1067	633	600	597	816	607	606
SA101588_01647	101588_4	6535	8028	-	1494	1578	1484	1479	985	790	875	1059	780	730
SA101588_01648	101588_4	8021	8518	-	498	307	305	277	280	230	148	309	236	193
SA101588_01649	101588_4	8684	9451	-	768	207	333	215	2976	3386	2630	2844	2945	2214
SA101588_01650	101588_4	9813	11624	-	1812	2359	2648	2421	1719	1692	1085	2019	1744	1601
SA101588_01651	101588_4	12298	12999	-	702	33618	41166	33950	75288	64261	67338	84106	67111	64768
SA101588_01652	101588_4	13606	14661	-	1056	110	116	85	141	115	115	184	140	153
SA101588_01653	101588_4	15053	15640	+	588	212	188	170	108	103	143	135	121	96
SA101588_01654	101588_4	16018	16338	+	321	558	1003	922	551	647	682	1434	858	718
SA101588_01655	101588_4	16558	16788	+	231	325	633	635	412	447	479	1049	599	488
SA101588_01656	101588_4	16882	17104	-	223	58	148	127	77	109	107	240	124	119
SA101588_01657	101588_4	17146	17523	-	378	209	245	220	409	336	386	538	377	360
SA101588_01658	101588_4	17540	18361	-	822	395	472	422	742	574	609	859	575	610
SA101588_01659	101588_4	18380	18679	-	300	45	62	59	54	36	45	117	52	54
SA101588_01660	101588_4	18810	19367	+	558	152	206	237	82	73	72	182	80	90
SA101588_01661	101588_4	19360	20064	+	705	111	145	130	92	79	71	138	65	58
SA101588_01662	101588_4	20162	21172	+	1011	637	556	622	595	521	747	718	508	517
SA101588_01663	101588_4	21192	22022	+	831	2301	2021	2329	1798	1275	1213	1895	1250	1432
SA101588_01664	101588_4	22169	23059	-	891	47	82	73	84	64	56	77	65	78
SA101588_01665	101588_4	23159	24499	-	1341	87	100	85	62	61	61	91	59	48
SA101588_01666	101588_4	24493	25599	-	1107	46	47	31	35	39	50	53	69	44
SA101588_01667	101588_4	25935	26231	-	297	101	150	118	102	92	50	142	129	88
SA101588_01668	101588_4	26219	26557	-	339	96	99	82	101	93	58	125	93	65
SA101588_01669	101588_4	26602	26880	-	279	73	83	84	67	67	37	68	53	62
SA101588_01670	101588_4	27221	28087	-	867	326	383	361	385	345	175	431	365	296
SA101588_01671	101588_4	28305	29369	+	1065	1311	1184	1099	683	547	391	808	607	577
SA101588_01672	101588_4	29524	29799	+	276	406	558	524	403	348	114	436	314	352
